timestamp,ticker,title,status,city,date,comparison,threshold_low,threshold_high,predicted_temp_f,std_dev,ai_probability_yes,yes_ask_percent,yes_bid_percent,no_ask_percent,no_bid_percent,last_price_percent,edge,decision,resolved_outcome,pnl_percent
2026-03-19 01:10:34,KXHIGHLAX-26MAR06-B71.5,"Will the **high temp in LA** be 71-72° on Mar 6, 2026?",finalized,Los Angeles,"Mar 6, 2026",between,71.0,72.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:35,KXHIGHLAX-26MAR06-B69.5,"Will the **high temp in LA** be 69-70° on Mar 6, 2026?",finalized,Los Angeles,"Mar 6, 2026",between,69.0,70.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:35,KXHIGHLAX-26MAR05-T75,"Will the **high temp in LA** be >75° on Mar 5, 2026?",finalized,Los Angeles,"Mar 5, 2026",greater_than,75.0,,,,,100.0,0.0,100.0,0.0,99.0,,,YES,
2026-03-19 01:10:35,KXHIGHLAX-26MAR05-T68,"Will the **high temp in LA** be <68° on Mar 5, 2026?",finalized,Los Angeles,"Mar 5, 2026",less_than,,68.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:36,KXHIGHLAX-26MAR05-B74.5,"Will the **high temp in LA** be 74-75° on Mar 5, 2026?",finalized,Los Angeles,"Mar 5, 2026",between,74.0,75.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:36,KXHIGHLAX-26MAR05-B72.5,"Will the **high temp in LA** be 72-73° on Mar 5, 2026?",finalized,Los Angeles,"Mar 5, 2026",between,72.0,73.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:36,KXHIGHLAX-26MAR05-B70.5,"Will the **high temp in LA** be 70-71° on Mar 5, 2026?",finalized,Los Angeles,"Mar 5, 2026",between,70.0,71.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:37,KXHIGHLAX-26MAR05-B68.5,"Will the **high temp in LA** be 68-69° on Mar 5, 2026?",finalized,Los Angeles,"Mar 5, 2026",between,68.0,69.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:37,KXHIGHLAX-26MAR04-T71,"Will the **high temp in LA** be >71° on Mar 4, 2026?",finalized,Los Angeles,"Mar 4, 2026",greater_than,71.0,,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:38,KXHIGHLAX-26MAR04-T64,"Will the **high temp in LA** be <64° on Mar 4, 2026?",finalized,Los Angeles,"Mar 4, 2026",less_than,,64.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:38,KXHIGHLAX-26MAR04-B70.5,"Will the **high temp in LA** be 70-71° on Mar 4, 2026?",finalized,Los Angeles,"Mar 4, 2026",between,70.0,71.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:38,KXHIGHLAX-26MAR04-B68.5,"Will the **high temp in LA** be 68-69° on Mar 4, 2026?",finalized,Los Angeles,"Mar 4, 2026",between,68.0,69.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:39,KXHIGHLAX-26MAR04-B66.5,"Will the **high temp in LA** be 66-67° on Mar 4, 2026?",finalized,Los Angeles,"Mar 4, 2026",between,66.0,67.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:39,KXHIGHLAX-26MAR04-B64.5,"Will the **high temp in LA** be 64-65° on Mar 4, 2026?",finalized,Los Angeles,"Mar 4, 2026",between,64.0,65.0,,,,100.0,0.0,100.0,0.0,99.0,,,YES,
2026-03-19 01:10:40,KXHIGHLAX-26MAR03-T74,"Will the **high temp in LA** be >74° on Mar 3, 2026?",finalized,Los Angeles,"Mar 3, 2026",greater_than,74.0,,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:40,KXHIGHLAX-26MAR03-T67,"Will the **high temp in LA** be <67° on Mar 3, 2026?",finalized,Los Angeles,"Mar 3, 2026",less_than,,67.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:40,KXHIGHLAX-26MAR03-B73.5,"Will the **high temp in LA** be 73-74° on Mar 3, 2026?",finalized,Los Angeles,"Mar 3, 2026",between,73.0,74.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:41,KXHIGHLAX-26MAR03-B71.5,"Will the **high temp in LA** be 71-72° on Mar 3, 2026?",finalized,Los Angeles,"Mar 3, 2026",between,71.0,72.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:41,KXHIGHLAX-26MAR03-B69.5,"Will the **high temp in LA** be 69-70° on Mar 3, 2026?",finalized,Los Angeles,"Mar 3, 2026",between,69.0,70.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:41,KXHIGHLAX-26MAR03-B67.5,"Will the **high temp in LA** be 67-68° on Mar 3, 2026?",finalized,Los Angeles,"Mar 3, 2026",between,67.0,68.0,,,,100.0,0.0,100.0,0.0,99.0,,,YES,
2026-03-19 01:10:42,KXHIGHLAX-26MAR02-T73,"Will the **high temp in LA** be >73° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",greater_than,73.0,,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:42,KXHIGHLAX-26MAR02-T66,"Will the **high temp in LA** be <66° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",less_than,,66.0,,,,100.0,0.0,100.0,0.0,99.0,,,YES,
2026-03-19 01:10:42,KXHIGHLAX-26MAR02-B72.5,"Will the **high temp in LA** be 72-73° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",between,72.0,73.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:43,KXHIGHLAX-26MAR02-B70.5,"Will the **high temp in LA** be 70-71° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",between,70.0,71.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:43,KXHIGHLAX-26MAR02-B68.5,"Will the **high temp in LA** be 68-69° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",between,68.0,69.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:44,KXHIGHLAX-26MAR02-B66.5,"Will the **high temp in LA** be 66-67° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",between,66.0,67.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:45,KXHIGHLAX-26MAR01-T78,"Will the **high temp in LA** be >78° on Mar 1, 2026?",finalized,Los Angeles,"Mar 1, 2026",greater_than,78.0,,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:45,KXHIGHLAX-26MAR01-T71,"Will the **high temp in LA** be <71° on Mar 1, 2026?",finalized,Los Angeles,"Mar 1, 2026",less_than,,71.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:46,KXHIGHLAX-26MAR01-B77.5,"Will the **high temp in LA** be 77-78° on Mar 1, 2026?",finalized,Los Angeles,"Mar 1, 2026",between,77.0,78.0,,,,100.0,0.0,100.0,0.0,99.0,,,YES,
