ticker,title,status,city,date,comparison,threshold_low,threshold_high,predicted_temp_f,std_dev,source,ai_probability_yes,predicted_direction,resolved_outcome,yes_ask_percent,yes_bid_percent,no_ask_percent,no_bid_percent,last_price_percent,result
KXHIGHLAX-26FEB12-T64,"Will the **high temp in LA** be <64° on Feb 12, 2026?",finalized,Los Angeles,"Feb 12, 2026",less_than,,64.0,65.84,6.0,openmeteo_archive,37.95,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB12-B70.5,"Will the **high temp in LA** be 70-71° on Feb 12, 2026?",finalized,Los Angeles,"Feb 12, 2026",between,70.0,71.0,65.84,6.0,openmeteo_archive,4.92,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB12-B68.5,"Will the **high temp in LA** be 68-69° on Feb 12, 2026?",finalized,Los Angeles,"Feb 12, 2026",between,68.0,69.0,65.84,6.0,openmeteo_archive,6.02,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB12-B66.5,"Will the **high temp in LA** be 66-67° on Feb 12, 2026?",finalized,Los Angeles,"Feb 12, 2026",between,66.0,67.0,65.84,6.0,openmeteo_archive,6.6,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB12-B64.5,"Will the **high temp in LA** be 64-65° on Feb 12, 2026?",finalized,Los Angeles,"Feb 12, 2026",between,64.0,65.0,65.84,6.0,openmeteo_archive,6.48,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB11-T69,"Will the **high temp in LA** be >69° on Feb 11, 2026?",finalized,Los Angeles,"Feb 11, 2026",greater_than,69.0,,63.68,3.48,openmeteo_archive,6.32,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB11-T62,"Will the **high temp in LA** be <62° on Feb 11, 2026?",finalized,Los Angeles,"Feb 11, 2026",less_than,,62.0,63.68,3.48,openmeteo_archive,31.46,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB11-B68.5,"Will the **high temp in LA** be 68-69° on Feb 11, 2026?",finalized,Los Angeles,"Feb 11, 2026",between,68.0,69.0,63.68,3.48,openmeteo_archive,4.41,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB11-B66.5,"Will the **high temp in LA** be 66-67° on Feb 11, 2026?",finalized,Los Angeles,"Feb 11, 2026",between,66.0,67.0,63.68,3.48,openmeteo_archive,8.25,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB11-B64.5,"Will the **high temp in LA** be 64-65° on Feb 11, 2026?",finalized,Los Angeles,"Feb 11, 2026",between,64.0,65.0,63.68,3.48,openmeteo_archive,11.11,NO,YES,100.0,99.0,1.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB11-B62.5,"Will the **high temp in LA** be 62-63° on Feb 11, 2026?",finalized,Los Angeles,"Feb 11, 2026",between,62.0,63.0,63.68,3.48,openmeteo_archive,10.79,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB10-T70,"Will the **high temp in LA** be >70° on Feb 10, 2026?",finalized,Los Angeles,"Feb 10, 2026",greater_than,70.0,,65.3,2.76,openmeteo_archive,4.43,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB10-T63,"Will the **high temp in LA** be <63° on Feb 10, 2026?",finalized,Los Angeles,"Feb 10, 2026",less_than,,63.0,65.3,2.76,openmeteo_archive,20.23,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB10-B69.5,"Will the **high temp in LA** be 69-70° on Feb 10, 2026?",finalized,Los Angeles,"Feb 10, 2026",between,69.0,70.0,65.3,2.76,openmeteo_archive,4.57,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB10-B67.5,"Will the **high temp in LA** be 67-68° on Feb 10, 2026?",finalized,Los Angeles,"Feb 10, 2026",between,67.0,68.0,65.3,2.76,openmeteo_archive,10.5,NO,NO,2.0,0.0,100.0,98.0,1.0,WIN
KXHIGHLAX-26FEB10-B65.5,"Will the **high temp in LA** be 65-66° on Feb 10, 2026?",finalized,Los Angeles,"Feb 10, 2026",between,65.0,66.0,65.3,2.76,openmeteo_archive,14.34,NO,YES,100.0,97.0,3.0,0.0,97.0,LOSS
KXHIGHLAX-26FEB10-B63.5,"Will the **high temp in LA** be 63-64° on Feb 10, 2026?",finalized,Los Angeles,"Feb 10, 2026",between,63.0,64.0,65.3,2.76,openmeteo_archive,11.65,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB09-T81,"Will the **high temp in LA** be >81° on Feb 9, 2026?",finalized,Los Angeles,"Feb 9, 2026",greater_than,81.0,,76.28,8.46,openmeteo_archive,28.84,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB09-T74,"Will the **high temp in LA** be <74° on Feb 9, 2026?",finalized,Los Angeles,"Feb 9, 2026",less_than,,74.0,76.28,8.46,openmeteo_archive,39.38,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB09-B80.5,"Will the **high temp in LA** be 80-81° on Feb 9, 2026?",finalized,Los Angeles,"Feb 9, 2026",between,80.0,81.0,76.28,8.46,openmeteo_archive,4.16,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB09-B78.5,"Will the **high temp in LA** be 78-79° on Feb 9, 2026?",finalized,Los Angeles,"Feb 9, 2026",between,78.0,79.0,76.28,8.46,openmeteo_archive,4.55,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB09-B76.5,"Will the **high temp in LA** be 76-77° on Feb 9, 2026?",finalized,Los Angeles,"Feb 9, 2026",between,76.0,77.0,76.28,8.46,openmeteo_archive,4.71,NO,YES,100.0,99.0,1.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB09-B74.5,"Will the **high temp in LA** be 74-75° on Feb 9, 2026?",finalized,Los Angeles,"Feb 9, 2026",between,74.0,75.0,76.28,8.46,openmeteo_archive,4.61,NO,NO,1.0,0.0,100.0,99.0,1.0,WIN
KXHIGHLAX-26FEB08-T82,"Will the **high temp in LA** be >82° on Feb 8, 2026?",finalized,Los Angeles,"Feb 8, 2026",greater_than,82.0,,81.5,10.86,openmeteo_archive,48.16,,NO,100.0,0.0,100.0,0.0,1.0,NO_SIGNAL
KXHIGHLAX-26FEB08-T75,"Will the **high temp in LA** be <75° on Feb 8, 2026?",finalized,Los Angeles,"Feb 8, 2026",less_than,,75.0,81.5,10.86,openmeteo_archive,27.47,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB08-B81.5,"Will the **high temp in LA** be 81-82° on Feb 8, 2026?",finalized,Los Angeles,"Feb 8, 2026",between,81.0,82.0,81.5,10.86,openmeteo_archive,3.67,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB08-B79.5,"Will the **high temp in LA** be 79-80° on Feb 8, 2026?",finalized,Los Angeles,"Feb 8, 2026",between,79.0,80.0,81.5,10.86,openmeteo_archive,3.61,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB08-B77.5,"Will the **high temp in LA** be 77-78° on Feb 8, 2026?",finalized,Los Angeles,"Feb 8, 2026",between,77.0,78.0,81.5,10.86,openmeteo_archive,3.43,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB08-B75.5,"Will the **high temp in LA** be 75-76° on Feb 8, 2026?",finalized,Los Angeles,"Feb 8, 2026",between,75.0,76.0,81.5,10.86,openmeteo_archive,3.15,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB07-T75,"Will the **high temp in LA** be >75° on Feb 7, 2026?",finalized,Los Angeles,"Feb 7, 2026",greater_than,75.0,,74.3,8.64,openmeteo_archive,46.77,,NO,100.0,0.0,100.0,0.0,1.0,NO_SIGNAL
KXHIGHLAX-26FEB07-T68,"Will the **high temp in LA** be <68° on Feb 7, 2026?",finalized,Los Angeles,"Feb 7, 2026",less_than,,68.0,74.3,8.64,openmeteo_archive,23.29,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB07-B74.5,"Will the **high temp in LA** be 74-75° on Feb 7, 2026?",finalized,Los Angeles,"Feb 7, 2026",between,74.0,75.0,74.3,8.64,openmeteo_archive,4.61,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB07-B72.5,"Will the **high temp in LA** be 72-73° on Feb 7, 2026?",finalized,Los Angeles,"Feb 7, 2026",between,72.0,73.0,74.3,8.64,openmeteo_archive,4.52,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB07-B70.5,"Will the **high temp in LA** be 70-71° on Feb 7, 2026?",finalized,Los Angeles,"Feb 7, 2026",between,70.0,71.0,74.3,8.64,openmeteo_archive,4.19,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB07-B68.5,"Will the **high temp in LA** be 68-69° on Feb 7, 2026?",finalized,Los Angeles,"Feb 7, 2026",between,68.0,69.0,74.3,8.64,openmeteo_archive,3.68,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB06-T74,"Will the **high temp in LA** be >74° on Feb 6, 2026?",finalized,Los Angeles,"Feb 6, 2026",greater_than,74.0,,69.98,4.38,openmeteo_archive,17.94,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB06-T67,"Will the **high temp in LA** be <67° on Feb 6, 2026?",finalized,Los Angeles,"Feb 6, 2026",less_than,,67.0,69.98,4.38,openmeteo_archive,24.81,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB06-B73.5,"Will the **high temp in LA** be 73-74° on Feb 6, 2026?",finalized,Los Angeles,"Feb 6, 2026",between,73.0,74.0,69.98,4.38,openmeteo_archive,6.59,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB06-B71.5,"Will the **high temp in LA** be 71-72° on Feb 6, 2026?",finalized,Los Angeles,"Feb 6, 2026",between,71.0,72.0,69.98,4.38,openmeteo_archive,8.56,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB06-B69.5,"Will the **high temp in LA** be 69-70° on Feb 6, 2026?",finalized,Los Angeles,"Feb 6, 2026",between,69.0,70.0,69.98,4.38,openmeteo_archive,9.03,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB06-B67.5,"Will the **high temp in LA** be 67-68° on Feb 6, 2026?",finalized,Los Angeles,"Feb 6, 2026",between,67.0,68.0,69.98,4.38,openmeteo_archive,7.75,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB05-T84,"Will the **high temp in LA** be >84° on Feb 5, 2026?",finalized,Los Angeles,"Feb 5, 2026",greater_than,84.0,,80.6,11.16,openmeteo_archive,38.03,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB05-T77,"Will the **high temp in LA** be <77° on Feb 5, 2026?",finalized,Los Angeles,"Feb 5, 2026",less_than,,77.0,80.6,11.16,openmeteo_archive,37.35,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB05-B83.5,"Will the **high temp in LA** be 83-84° on Feb 5, 2026?",finalized,Los Angeles,"Feb 5, 2026",between,83.0,84.0,80.6,11.16,openmeteo_archive,3.45,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB05-B81.5,"Will the **high temp in LA** be 81-82° on Feb 5, 2026?",finalized,Los Angeles,"Feb 5, 2026",between,81.0,82.0,80.6,11.16,openmeteo_archive,3.56,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB05-B79.5,"Will the **high temp in LA** be 79-80° on Feb 5, 2026?",finalized,Los Angeles,"Feb 5, 2026",between,79.0,80.0,80.6,11.16,openmeteo_archive,3.56,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB05-B77.5,"Will the **high temp in LA** be 77-78° on Feb 5, 2026?",finalized,Los Angeles,"Feb 5, 2026",between,77.0,78.0,80.6,11.16,openmeteo_archive,3.44,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB04-T87,"Will the **high temp in LA** be >87° on Feb 4, 2026?",finalized,Los Angeles,"Feb 4, 2026",greater_than,87.0,,84.56,11.94,openmeteo_archive,41.9,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB04-T80,"Will the **high temp in LA** be <80° on Feb 4, 2026?",finalized,Los Angeles,"Feb 4, 2026",less_than,,80.0,84.56,11.94,openmeteo_archive,35.13,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB04-B86.5,"Will the **high temp in LA** be 86-87° on Feb 4, 2026?",finalized,Los Angeles,"Feb 4, 2026",between,86.0,87.0,84.56,11.94,openmeteo_archive,3.3,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB04-B84.5,"Will the **high temp in LA** be 84-85° on Feb 4, 2026?",finalized,Los Angeles,"Feb 4, 2026",between,84.0,85.0,84.56,11.94,openmeteo_archive,3.34,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB04-B82.5,"Will the **high temp in LA** be 82-83° on Feb 4, 2026?",finalized,Los Angeles,"Feb 4, 2026",between,82.0,83.0,84.56,11.94,openmeteo_archive,3.29,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB04-B80.5,"Will the **high temp in LA** be 80-81° on Feb 4, 2026?",finalized,Los Angeles,"Feb 4, 2026",between,80.0,81.0,84.56,11.94,openmeteo_archive,3.15,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB03-T81,"Will the **high temp in LA** be >81° on Feb 3, 2026?",finalized,Los Angeles,"Feb 3, 2026",greater_than,81.0,,78.8,11.28,openmeteo_archive,42.27,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB03-T74,"Will the **high temp in LA** be <74° on Feb 3, 2026?",finalized,Los Angeles,"Feb 3, 2026",less_than,,74.0,78.8,11.28,openmeteo_archive,33.52,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB03-B80.5,"Will the **high temp in LA** be 80-81° on Feb 3, 2026?",finalized,Los Angeles,"Feb 3, 2026",between,80.0,81.0,78.8,11.28,openmeteo_archive,3.5,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB03-B78.5,"Will the **high temp in LA** be 78-79° on Feb 3, 2026?",finalized,Los Angeles,"Feb 3, 2026",between,78.0,79.0,78.8,11.28,openmeteo_archive,3.53,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB03-B76.5,"Will the **high temp in LA** be 76-77° on Feb 3, 2026?",finalized,Los Angeles,"Feb 3, 2026",between,76.0,77.0,78.8,11.28,openmeteo_archive,3.46,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB03-B74.5,"Will the **high temp in LA** be 74-75° on Feb 3, 2026?",finalized,Los Angeles,"Feb 3, 2026",between,74.0,75.0,78.8,11.28,openmeteo_archive,3.29,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB02-T76,"Will the **high temp in LA** be >76° on Feb 2, 2026?",finalized,Los Angeles,"Feb 2, 2026",greater_than,76.0,,75.2,7.14,openmeteo_archive,45.54,,NO,100.0,0.0,100.0,0.0,1.0,NO_SIGNAL
KXHIGHLAX-26FEB02-T69,"Will the **high temp in LA** be <69° on Feb 2, 2026?",finalized,Los Angeles,"Feb 2, 2026",less_than,,69.0,75.2,7.14,openmeteo_archive,19.26,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB02-B75.5,"Will the **high temp in LA** be 75-76° on Feb 2, 2026?",finalized,Los Angeles,"Feb 2, 2026",between,75.0,76.0,75.2,7.14,openmeteo_archive,5.58,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB02-B73.5,"Will the **high temp in LA** be 73-74° on Feb 2, 2026?",finalized,Los Angeles,"Feb 2, 2026",between,73.0,74.0,75.2,7.14,openmeteo_archive,5.43,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB02-B71.5,"Will the **high temp in LA** be 71-72° on Feb 2, 2026?",finalized,Los Angeles,"Feb 2, 2026",between,71.0,72.0,75.2,7.14,openmeteo_archive,4.88,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB02-B69.5,"Will the **high temp in LA** be 69-70° on Feb 2, 2026?",finalized,Los Angeles,"Feb 2, 2026",between,69.0,70.0,75.2,7.14,openmeteo_archive,4.06,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB01-T79,"Will the **high temp in LA** be >79° on Feb 1, 2026?",finalized,Los Angeles,"Feb 1, 2026",greater_than,79.0,,81.5,11.34,openmeteo_archive,58.72,YES,NO,100.0,0.0,100.0,0.0,1.0,LOSS
KXHIGHLAX-26FEB01-T72,"Will the **high temp in LA** be <72° on Feb 1, 2026?",finalized,Los Angeles,"Feb 1, 2026",less_than,,72.0,81.5,11.34,openmeteo_archive,20.11,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB01-B78.5,"Will the **high temp in LA** be 78-79° on Feb 1, 2026?",finalized,Los Angeles,"Feb 1, 2026",between,78.0,79.0,81.5,11.34,openmeteo_archive,3.4,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB01-B76.5,"Will the **high temp in LA** be 76-77° on Feb 1, 2026?",finalized,Los Angeles,"Feb 1, 2026",between,76.0,77.0,81.5,11.34,openmeteo_archive,3.19,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB01-B74.5,"Will the **high temp in LA** be 74-75° on Feb 1, 2026?",finalized,Los Angeles,"Feb 1, 2026",between,74.0,75.0,81.5,11.34,openmeteo_archive,2.91,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB01-B72.5,"Will the **high temp in LA** be 72-73° on Feb 1, 2026?",finalized,Los Angeles,"Feb 1, 2026",between,72.0,73.0,81.5,11.34,openmeteo_archive,2.57,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26JAN31-T88,"Will the **high temp in LA** be >88° on Jan 31, 2026?",finalized,Los Angeles,"Jan 31, 2026",greater_than,88.0,,81.68,11.22,openmeteo_archive,28.66,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26JAN31-T81,"Will the **high temp in LA** be <81° on Jan 31, 2026?",finalized,Los Angeles,"Jan 31, 2026",less_than,,81.0,81.68,11.22,openmeteo_archive,47.58,,NO,100.0,0.0,100.0,0.0,1.0,NO_SIGNAL
KXHIGHLAX-26JAN31-B87.5,"Will the **high temp in LA** be 87-88° on Jan 31, 2026?",finalized,Los Angeles,"Jan 31, 2026",between,87.0,88.0,81.68,11.22,openmeteo_archive,3.11,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26JAN31-B85.5,"Will the **high temp in LA** be 85-86° on Jan 31, 2026?",finalized,Los Angeles,"Jan 31, 2026",between,85.0,86.0,81.68,11.22,openmeteo_archive,3.35,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26JAN31-B83.5,"Will the **high temp in LA** be 83-84° on Jan 31, 2026?",finalized,Los Angeles,"Jan 31, 2026",between,83.0,84.0,81.68,11.22,openmeteo_archive,3.51,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26JAN31-B81.5,"Will the **high temp in LA** be 81-82° on Jan 31, 2026?",finalized,Los Angeles,"Jan 31, 2026",between,81.0,82.0,81.68,11.22,openmeteo_archive,3.55,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26JAN30-T86,"Will the **high temp in LA** be >86° on Jan 30, 2026?",finalized,Los Angeles,"Jan 30, 2026",greater_than,86.0,,82.76,11.64,openmeteo_archive,39.04,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26JAN30-T79,"Will the **high temp in LA** be <79° on Jan 30, 2026?",finalized,Los Angeles,"Jan 30, 2026",less_than,,79.0,82.76,11.64,openmeteo_archive,37.33,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26JAN30-B85.5,"Will the **high temp in LA** be 85-86° on Jan 30, 2026?",finalized,Los Angeles,"Jan 30, 2026",between,85.0,86.0,82.76,11.64,openmeteo_archive,3.33,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26JAN30-B83.5,"Will the **high temp in LA** be 83-84° on Jan 30, 2026?",finalized,Los Angeles,"Jan 30, 2026",between,83.0,84.0,82.76,11.64,openmeteo_archive,3.42,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26JAN30-B81.5,"Will the **high temp in LA** be 81-82° on Jan 30, 2026?",finalized,Los Angeles,"Jan 30, 2026",between,81.0,82.0,82.76,11.64,openmeteo_archive,3.41,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26JAN30-B79.5,"Will the **high temp in LA** be 79-80° on Jan 30, 2026?",finalized,Los Angeles,"Jan 30, 2026",between,79.0,80.0,82.76,11.64,openmeteo_archive,3.29,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
