starting_bankroll_usd,open_positions,wins,losses,settled_trades,open_notional_usd,open_entry_cost_usd,realized_pnl_usd,available_bankroll_usd,account_equity_usd,missing_cost_rows
1062.67,0,21,12,33,0.0,0.0,0.0,1062.67,1062.67,0
